,MAIN_ID,Z_VALUE,RA,DEC,GALDIM_MAJAXIS,GALDIM_MINAXIS,SCRIPT_NUMBER_ID
1983,ACO  3395,0.051,06 27 31.1,-54 23 58,18.466667,18.466667,0
1984,ACO S  520,0.295,05 16 37.40,-54 30 01.5,14.0,14.0,0
1989,ClG 0657-56,0.296,06 58 29.6,-55 56 39,8.0,8.0,0
1995,ACO  3128,0.063,03 29 50.6,-52 34 48,14.0,14.0,0
1996,ACO  3158,0.059,03 42 39.6,-53 37 50,21.666666,21.666666,0
2002,ACO  3017,0.2195,02 25 53.4,-41 54 58,12.166667,12.166667,0
2009,ACO  3266,0.0577,04 31 11.9,-61 24 23,25.833334,25.833334,0
2011,ACO S  295,0.3,02 45 35.80,-53 02 16.8,10.0,10.0,0
2022,ACT-CL J0233.0-5819,0.663,02 33 00.9,-58 19 38,6.0,6.0,0
2025,ESO 153-4,0.01913,01 58 30.4,-56 14 56,1.949,0.741,0
2027,ACO  2941,0.118,01 45 03.60,-53 01 23.4,16.333334,16.333334,0
2031,ACO  2877,0.024,01 09 49.3,-45 54 02,21.666666,21.666666,0
2056,ACO  4067,0.1,23 58 49.9,-60 37 25,21.666666,21.666666,0
2070,ACO  3825,0.075,21 58 22.4,-60 23 39,16.0,16.0,0
2071,ACO  3827,0.0972,22 01 49.1,-59 57 15,18.333334,18.333334,0
2079,ACO S 1063,0.351,22 48 45.4,-44 31 42,12.5,12.5,0
2086,ACO S  805,0.014,18 47 14.4,-63 19 45,18.333334,18.333334,0
2088,ACO  3685,0.284,20 32 19.2,-56 27 21,13.333333,13.333333,0
2089,ACO  3771,0.076,21 29 43.2,-50 48 34,17.916666,17.916666,0
2090,ACT-CL J2011.4-5724,0.2786,20 11 26.8,-57 25 09,9.333333,9.333333,0
2091,ACO  3667,0.0552,20 12 33.68,-56 50 26.3,20.0,20.0,0
2096,ACO  3651,0.059,19 52 10.9,-55 05 16,16.666666,16.666666,0
2103,NAME NGC 6845 Quartet,0.022959,20 00 59.0,-47 04 38,2.92,2.92,0
2117,CXOMP J010610.3+005126,0.2566,01 06 10.3,+00 51 26,5.6745,5.6745,0
2119,MCXC J0303.7-7752,0.276,03 03 48.4,-77 52 41,12.0,12.0,0
2120,XMMXCS J233227.5+195822.1,0.311,23 32 27.40,+19 58 04.8,5.48,5.48,0
2122,CDGS 9,0.223,00 33 46.32,-43 17 31.8,7.0833335,7.0833335,0
2123,ATELAIS J003427.38-431859.0,0.393,00 34 27.42,-43 18 59.4,7.5,7.5,0
2125,MCS J1206.2-0847,0.44,12 06 12.2,-08 48 02,10.333333,10.333333,0
2127,CXOU J022428.2-041529,0.2627,02 24 33.8,-04 14 15,6.2,6.2,0
2128,ACT-CL J2003.5-2323,0.3171,20 03 32.3,-23 23 30,5.0,5.0,0
2130,ClG J0146-0929,0.447,01 46 56.00,-09 29 52.4,5.866667,5.866667,0
2132,ACT-CL J0257.1-2325,0.5049,02 57 09.151,-23 26 05.83,7.9166665,7.9166665,0
2134,SDSSCGB 11144,0.22,10 00 06.65,+02 22 25.9,0.44,0.44,0
2139,ACT-CL J2014.8-2430,0.161,20 14 49.7,-24 30 30,17.666666,17.666666,0
2141,MCXC J0548.8-2154,0.092,05 48 50.4,-21 54 43,19.666666,19.666666,0
2143,CDGS 54,0.83,10 02 01.47,+02 13 29.6,3.3333333,3.3333333,0
2145,XCLASS 1880,0.2213,10 00 22.14,+02 23 34.7,1.6666666,1.6666666,0
2146,XCLASS 1879,0.347,10 00 13.925,+02 22 48.00,4.5833335,4.5833335,0
2158,XCLASS 169,0.32,02 22 05.6,-04 32 47,5.3,5.3,0
2159,HSCS J022358-043505,0.49,02 23 57.4,-04 35 17,4.8,4.8,0
2162,RXC J1212.3-1816,0.269,12 12 18.9,-18 16 43,7.0833335,7.0833335,0
2163,ACO  2717,0.049,00 03 12.9,-35 56 13,18.833334,18.833334,0
2165,RXC J0413.9-3805,0.05,04 13 58.8,-38 05 53,16.5,16.5,0
2167,NAME Hydra I Cluster,0.014,10 36 36.0,-27 31 04,20.416666,20.416666,0
2168,ACO  3490,0.069,11 45 19.6,-34 25 59,18.666666,18.666666,0
2170,HCG  62,0.0137,12 53 05.6,-09 12 21,3.7,3.7,0
2172,ACO  1644,0.047,12 57 11.6,-17 24 34,23.333334,23.333334,0
2174,ACO  3581,0.022,14 07 29.8,-27 01 04,14.166667,14.166667,0
2182,CDGS 3,0.1172,10 01 42.66,+02 25 49.9,6.25,6.25,0
2188,CDGS 15,0.35,10 00 43.71,+01 46 11.4,2.0833333,2.0833333,0
2190,XCLASS 2163,0.37,09 59 51.54,+01 40 46.5,4.1,4.1,0
2194,XCLASS 2162,0.12,09 59 24.91,+01 46 09.7,6.6666665,6.6666665,0
2197,SDSSCGB 41791,0.55864,12 09 23.69,+26 40 46.7,0.42,0.42,0
2198,MARD J061651.1-474734,0.117,06 16 51.4,-47 47 41,16.666666,16.666666,0
2201,NAME ACO 1035B,0.071,10 32 19.36,+40 10 10.4,11.166667,11.166667,0
2208,RzCS 031,0.33,02 20 45.46,-03 25 59.7,4.74,4.74,0
2231,NSC J151001+025934,0.09243,15 09 57.88,+02 59 28.7,1.28,1.28,0
2326,SDSSCGA 2063,0.024996,11 20 10.7,-00 16 13,2.7,2.7,0
2329,SDSSCGB 65816,0.472,12 22 01.9,+27 09 19,0.54,0.54,0
2330,ClG J1312+3900,0.40417,13 12 19.4,+39 00 58,0.44,0.44,0
2335,ZwCl 2353+0535,0.279,23 55 37.000,+05 51 29.00,3.75,3.75,0
2342,ACT-CL J1200.8-0328,0.39525,12 00 49.5,-03 27 30,5.8333335,5.8333335,0
2343,ClG J1213+0253,0.4096,12 13 34.4,+02 53 57,5.4166665,5.4166665,0
2346,BAX 197.1358+53.7054,0.33,13 08 32.9,+53 42 15,4.47,4.47,0
2350,BAX 214.6296+25.1806,0.29,14 18 31.2,+25 10 47,6.48,6.48,0
2352,ClG J0159+0030,0.382,01 59 18.2,+00 30 09,5.3128,5.3128,0
2358,ClG J1514+3636,0.372,15 14 22.0,+36 36 22,11.27,11.27,0
2364,RX J1257.2+4738,0.866,12 57 12.20,+47 38 06.5,2.5,2.5,0
2365,NAME XMMU J1229.4+0151,0.976,12 29 28.8,+01 51 34,3.25,3.25,0
2391,SpARCS J163437+402149,1.1798,16 34 35.0,+40 21 51,2.6666667,2.6666667,0
2401,SDSSCGA 42,0.0549,10 22 10.140,+38 31 16.22,1.26,1.26,0
2405,SDSSCGA 5,0.0956,23 33 23.58,-01 08 35.0,0.58,0.58,0
2419,SDSSCGA 27,0.0633,00 23 38.28,-00 47 26.5,0.68,0.68,0
2492,SDSSCGA 11,0.1002,16 21 56.5,+25 41 20,0.42,0.42,0
2494,SDSSCGA 195,0.056,07 50 23.20,+31 59 11.8,1.78,1.78,0
2503,SDSSCGA 591,0.08759,21 26 18.0,-07 10 42,1.88,1.88,0
2506,SDSSCGA 404,0.09576,16 21 03.52,+24 40 30.9,1.12,1.12,0
2523,SDSSCGA 206,0.09764,08 10 39.3,+06 02 52,1.04,1.04,0
2524,SDSSCGB 9852,0.0766,09 22 51.40,+28 55 42.5,1.42,1.42,0
2530,SDSSCGA 2208,0.09103,10 46 15.6,+12 38 01,4.2,4.2,0
2533,SDSSCGA 1947,0.07919,11 10 24.98,+34 27 27.0,3.22,3.22,0
2535,SDSSCGA 782,0.08956,13 30 38.76,+11 24 11.2,2.02,2.02,0
2540,MCXC J1125.3+3854,0.548,11 25 23.0,+38 54 06,2.5,2.5,0
2541,MCXC J1205.5+4419,0.34,12 05 33.0,+44 19 09,3.22,3.22,0
2553,SDSSCGB 2456,0.21,09 53 44.6,+69 47 29,0.54,0.54,0
2560,ClG J1226+3332,0.892,12 26 57.7,+33 32 50,5.8333335,5.8333335,0
2570,USGC U042,0.02285,01 01 14.25,+30 08 18.7,16.0,16.0,0
2571,GHCG 174,0.01769,23 53 35.66,+07 56 20.6,8.0,6.24,0
2572,USGC U076,0.01733,01 48 49.94,+10 32 23.5,6.0,6.0,0
2573,Mahtessian 127,0.0212,11 28 44.0,+09 05 17,16.0,16.0,0
2574,ACT-CL J1431.8+1331,0.15993,14 31 50.09,+13 32 04.9,9.166667,9.166667,0
2579,3C 295,0.46169,14 11 20.6,+52 12 09,0.157,0.157,0
2583,2XMM J045400.6-030832,0.261,04 54 00.6,-03 08 32,4.5833335,4.5833335,0
2584,ZwCl 0857+2107,0.23571,09 00 36.90,+20 53 40.3,8.34,8.34,0
2586,ACT-CL J2327.4-0204,0.706,23 27 27.60,-02 04 37.4,4.1666665,4.1666665,0
2587,ACT-CL J0217.1-5244,0.341,02 17 14.3,-52 45 39,11.666667,11.666667,0
2593,CDGS 24,0.4379,21 50 41.25,-05 41 05.5,3.3333333,3.3333333,0
2607,2XMMi J120800.8+433917,0.27,12 08 00.76,+43 39 19.3,6.37,6.37,0
2614,ACT-CL J0511.6-5154,0.645,05 11 41.31,-51 54 20.8,4.6666665,4.6666665,0
2618,ACT-CL J0559.7-5249,0.609,05 59 43.20,-52 49 27.1,6.0,6.0,0
2620,ACT-CL J2337.4-5942,0.775,23 37 24.2,-59 42 17,5.0,5.0,0
2623,SDSSCGB 30404,0.502,02 22 39.6,+00 01 52,0.42,0.42,0
2624,SDSSCGB 55205,0.423,02 25 53.9,+00 52 30,0.48,0.48,0
2626,SDSSCGB 61979,0.378,14 17 56.5,+53 44 28,0.56,0.56,0
2635,SDSSCGA 31,0.14389,09 55 07.7,+09 35 20,0.58,0.58,0
2636,SDSSCGA 1581,0.094,10 05 14.9,-01 25 16,2.5,2.5,0
2637,SDSSCGB 645,0.134,11 53 25.6,-01 47 16,0.28,0.28,0
2638,PCG J1610+2013,0.1505,16 10 09.2,+20 13 51,0.438,0.438,0
2639,SDSSCGB 2472,0.1726,15 10 37.6,+06 16 26,1.044,1.044,0
2640,SDSSCGB 6651,0.084,12 41 54.0,-02 02 09,0.68,0.68,0
2641,SDSSCGB 8842,0.426,10 38 43.2,+48 49 14,0.34,0.34,0
2642,SDSSCGB 11772,0.083,13 26 16.1,+00 12 36,0.64,0.64,0
2643,PCG J1352+1234,0.1438,13 52 14.9,+12 34 01,0.386,0.386,0
2644,SDSSCGB 35785,0.073,10 18 16.0,+01 54 03,0.74,0.74,0
2645,SDSSCGB 58624,0.097,11 10 32.1,+01 07 29,1.42,1.42,0
2646,SDSSCGB 62887,0.088,12 47 59.1,-01 42 22,1.1,1.1,0
2649,HSCS J021735-051330,0.65,02 17 34.49,-05 13 18.5,3.73,3.73,0
2650,HSCS J021832-050059,0.8731,02 18 31.67,-05 00 59.5,2.5,2.5,0
2655,ACT-CL J2106.0-5844,1.132,21 06 04.3,-58 44 32,5.0,5.0,0
2661,ZwCl 0008+5215,0.104,00 11 37.197,+52 32 31.68,12.0,12.0,0
2665,ACT-CL J0234.7-5831,0.415,02 34 43.4,-58 31 25,9.166667,9.166667,0
2670,ACT-CL J2344.7-4243,0.596,23 44 43.9,-42 43 11,7.0833335,7.0833335,0
3147,PLCKESZ G287.0+32.9,0.383,11 50 49.20,-28 04 36.5,4.0,4.0,0
3150,PLCKESZ G214.6+37.0,0.4506,09 08 49,+14 38.5,5.4166665,5.4166665,0
3151,PLCKESZ G171.9-40.7,0.272,03 12 55,+08 22.8,5.5,5.5,0
3152,PLCKESZ G271.2-31.0,0.376,05 49 16,-62 05.2,8.333333,8.333333,0
3162,NAME XMMU J0302.2-0001,1.19,03 02 11.90,-00 01 34.3,1.7928,1.7928,0
3164,ACT-CL J0102-4915,0.87,01 02 52.50,-49 14 58.0,1.0,1.0,0
3170,ACT-CL J0438.2-5419,0.4224,04 38 17.70,-54 19 20.7,10.0,10.0,0
3181,ClG J1420+3955,0.607,14 20 40.38,+39 55 10.6,6.3333335,6.3333335,0
3190,ACT-CL J0017.6-0052,0.2065,00 17 37.40,-00 52 35.4,7.1527,7.1527,0
3191,RX J0920.3+3706,0.23481,09 20 18.90,+37 06 17.7,7.16,7.16,0
3192,2XMM J124425.3+164759,0.2346,12 44 25.44,+16 47 56.9,5.3,5.3,0
3193,ACT-CL J2030.8-5638,0.394,20 30 49.6,-56 38 07,6.3333335,6.3333335,0
3194,3XMM J012023.3-000444,0.078,01 20 20.28,-00 06 22.4,13.5642,13.5642,0
3196,SPT-CL J2328-5533,0.773,23 28 42.7,-55 33 58,2.9166667,2.9166667,0
3197,SPT-CL J2328-5550,0.79,23 28 10.8,-55 50 24,2.6,2.6,0
3199,BAX 214.9883+06.5739,0.564,14 19 53.830,+06 34 03.11,1.5,1.5,0
3204,ACT-CL J1238.6+0928,0.2299,12 38 41.07,+09 28 30.2,8.66,8.66,0
3208,XCLASS 1013,0.4152,00 39 42.20,+00 45 33.1,3.4385,3.4385,0
3209,XCLASS 78,0.42,00 42 53.75,-09 34 23.2,2.5,2.5,0
3210,ACT-CL J0043.8+0046,0.4754,00 43 50.76,+00 47 33.5,3.613,3.613,0
3211,NVSS J023347-085056,0.25,02 33 46.90,-08 50 54.4,4.87,4.87,0
3212,XCLASS 1635,0.4282,07 36 05.93,+43 39 06.4,5.0,5.0,0
3214,2XMM J075427.4+220949,0.3969,07 54 27.48,+22 09 49.4,5.53,5.53,0
3217,XCLASS 1817,0.584,09 25 45.59,+30 58 58.9,3.49,3.49,0
3219,NSC J094535+094825,0.2114,09 45 30.92,+09 46 37.0,6.28,6.28,0
3222,XCLASS 1732,0.52,10 44 21.84,+21 30 30.2,3.57,3.57,0
3223,2XMM J110344.0+360513,0.4972,11 03 44.10,+36 05 13.7,6.39,6.39,0
3227,XCLASS 2051,0.4086,11 58 24.73,+44 05 32.2,3.3333333,3.3333333,0
3228,EXSS 1207.0+3940,0.5547,12 09 33.79,+39 22 35.3,3.31,3.31,0
3229,2XMM J121205.3+131739,0.4489,12 12 05.37,+13 17 39.5,2.66,2.66,0
3233,2XMM J130534.9+175650,0.5445,13 05 34.98,+17 56 50.5,3.1,3.1,0
3239,NSCS J135400+335023,0.47,13 53 58.96,+33 49 58.7,1.73,1.73,0
3240,NSCS J141531+282421,0.2239,14 15 34.44,+28 23 42.2,9.0,9.0,0
3242,XCLASS 20675,0.4508,14 23 05.58,+38 28 07.3,3.5333333,3.5333333,0
3243,NSCS J143106+421431,0.4261,14 31 03.17,+42 14 33.9,2.9166667,2.9166667,0
3246,NSCS J002310+001137,0.2734,00 23 14.39,+00 11 58.7,4.3062,4.3062,0
3248,XCLASS 1813,0.296,10 56 55.51,+06 58 40.5,5.69,5.69,0
3252,XCLASS 2214,0.3008,08 24 12.95,+30 04 37.9,3.26,3.26,0
3254,XCLASS 2218,0.5708,08 40 04.36,+29 45 44.3,5.0,5.0,0
3257,XCLASS 2209,0.3959,09 59 04.47,+13 05 24.4,5.4166665,5.4166665,0
3258,XCLASS 2128,0.4392,10 30 07.10,-03 06 38.9,5.4166665,5.4166665,0
3259,XCLASS 2135,0.2989,10 44 20.1,+06 45 08,4.6666665,4.6666665,0
3261,XCLASS 1451,0.48,11 22 57.7,+46 58 46,3.61,3.61,0
3264,XCLASS 1452,0.447,11 46 27.85,+52 21 08.6,4.1666665,4.1666665,0
3267,XCLASS 1537,0.2494,12 31 50.49,+12 00 05.3,2.0833333,2.0833333,0
3268,XCLASS 1549,0.495,12 46 00.41,+54 35 30.6,2.5,2.5,0
3269,XCLASS 2192,0.236,13 27 04.22,+31 51 29.3,4.72,4.72,0
3274,BAX 348.9417-02.3772,0.025,23 15 44.6,-02 22 54,16.333334,16.333334,0
3276,ACT-CL J0205.7-5829,1.322,02 05 46.5,-58 29 08,4.3333335,4.3333335,0
3277,ZwCl 1856+6616,0.37,18 56 38.4,+66 23 10,3.3,3.3,0
3287,BLOX J2215.6-1745.5,0.41,22 15 36.8,-17 45 34,4.5833335,4.5833335,0
3305,SDSS-C4-DR3 1372,0.08,13 27 12.15,+01 18 53.9,10.833333,10.833333,0
3349,ACT-CL J0215.3-0343,1.002,02 15 23.99,-03 43 32.2,7.9166665,7.9166665,0
3365,ACT-CL J2040.9-4452,1.478,20 40 59.23,-44 51 35.6,3.6666667,3.6666667,0
3368,XMMU J083026.2+524133,0.99,08 30 25.900,+52 41 28.40,3.75,3.75,0
3369,XCLASS 1816,0.578,09 26 50.700,+31 01 27.30,4.24,4.24,0
3370,XCLASS 1663,0.37,10 31 31.500,+31 13 17.20,5.0,5.0,0
3372,BAX 211.5679+28.5144,0.55,14 06 15.800,+28 30 49.10,3.3333333,3.3333333,0
3373,CXOXB J143714.3+341503,0.53885,14 37 16.6,+34 15 05,5.13,5.13,0
3375,[RRB2014] RM J234059.8+000453.7,0.18481,23 40 59.7721,+00 04 53.750,0.516,0.516,0
3376,PCG J1033+0902,0.2259,10 33 08.01,+09 02 10.3,0.4236,0.4236,0
3377,PCG J1229+0839,0.08906,12 29 05.87,+08 39 49.4,0.672,0.672,0
3378,PCG J0932+0943,0.07605,09 32 26.01,+09 43 39.9,0.88,0.88,0
3379,[SPD2011] 25394,0.09747,10 11 22.1,+08 43 07,1.586,1.586,0
3380,PCG J1510+0314,0.1744,15 10 57.94,+03 14 43.3,0.532,0.532,0
3381,PCG J2319-0227,0.10911,23 19 10.28,-02 27 09.9,1.186,1.186,0
3394,2XMM J105226.8+441859,0.4983,10 52 27.600,+44 19 05.10,2.51,2.51,0
3426,XCLASS 22708,0.133,21 29 49.625,-00 15 02.17,7.9166665,7.9166665,0
3459,HSCS J221422+004706,0.3202,22 14 21.344,+00 47 29.99,4.2583,4.2583,0
3460,HSCS J221211-000821,0.3647,22 12 10.924,-00 08 38.81,4.1187,4.1187,0
3466,HSCS J221726-001020,0.338,22 17 24.520,-00 10 01.15,4.1758,4.1758,0
3769,3XMM J023026.7+003733,0.85,02 30 26.20,+00 37 43.4,2.7115,2.7115,0
3772,SWXCS J092729+3010.8,0.3434,09 27 29.76,+30 10 48.0,5.4166665,5.4166665,0
3791,XCLASS 2118,0.1454,21 51 24.91,-05 27 10.7,8.333333,8.333333,0
3792,ClG 1821+64,0.299,18 21 56.7276,+64 20 55.841,4.0,4.0,0
3793,XCLASS 57,0.25,09 43 58.200,+16 41 20.70,5.01,5.01,0
3794,EXSS 1201.3+0205,0.23675,12 03 52.800,+01 47 06.50,5.71,5.71,0
3795,XMMXCS J125650.2+254803.2,0.282,12 56 50.200,+25 48 03.20,2.74,2.74,0
3796,2XMMi J131059.0+572040,0.562,13 10 58.500,+57 20 43.80,3.88,3.88,0
3801,XCLASS 530,0.41,04 55 06.300,-53 23 43.80,6.25,6.25,0
3808,PSZSPT J2017-6258,0.535,20 17 55.9,-62 58 32,6.0,6.0,0
3821,HSCS J022549-055346,0.232,02 25 48,-05 53.7,5.0,5.0,0
3822,ACT-CL J0215.4-0440,0.348,02 15 29,-04 40.9,4.1666665,4.1666665,0
3823,HSCS J022156-054532,0.259,02 21 56,-05 45.4,3.75,3.75,0
3824,PSZRX G167.73-64.15,0.44,02 03 41.600,-07 47 05.70,6.86,6.86,0
3825,XCLASS 514,0.91,02 50 06.400,-31 04 00.80,2.9166667,2.9166667,0
3827,XCLASS 20661,0.33,10 21 36.900,+12 56 43.20,3.78,3.78,0
3828,2XMMi J105128.1+355133,0.38,10 51 28.600,+35 51 24.00,5.71,5.71,0
3832,XMMXCS J120313.7+442717.8,0.35,12 03 13.700,+44 27 17.80,3.51,3.51,0
3834,NSCS J132438+053216,0.22714,13 24 34.000,+05 34 27.10,9.11,9.11,0
3837,XMMXCS J142551.8+380246.3,0.487,14 25 51.800,+38 02 46.30,2.87,2.87,0
3838,XMMXCS J144016.2+034124.4,0.29,14 40 16.200,+03 41 24.40,5.9,5.9,0
3840,XCLASS 1853,0.298,23 21 24.600,+19 45 14.80,5.94,5.94,0
4243,PSZRX G088.88+32.33,0.372,17 38 06.7,+60 06 21,7.3333335,7.3333335,0
4299,ACT-CL J1426.3-0126,0.45762,14 26 24.2,-01 26 57,4.3333335,4.3333335,0
5639,XCLASS 3441,0.604,15 56 26.4,+44 40 43,6.6666665,6.6666665,0
6060,ACT-CL J1227.6+0744,0.47636,12 27 43.2,+07 44 06,5.8333335,5.8333335,0
6422,XCLASS 2356,0.51,12 01 07.8,+29 53 35,3.3333333,3.3333333,0
7449,ClG 1231.3+1542,0.234,12 33 55.3,+15 25 58,9.666667,9.666667,0
7597,SHELS J0921.4+2958,0.43183,09 21 28.1,+29 58 20,2.6666667,2.6666667,0
7917,XCLASS 21758,0.3605,09 22 37.2,+45 01 39,2.2666667,2.2666667,0
8515,[SPD2011] 5796,0.5955,02 16 10.5,-09 35 21,5.412,5.412,0
8633,XCLASS 1441,0.502,11 20 28,+67 12.4,3.3333333,3.3333333,0
9147,XCLASS 3433,0.418,14 21 18.7,+39 56 01,4.3333335,4.3333335,0
11259,SWXCS J095513+1812.3,0.41592,09 55 13.9,+18 12 32,1.25,1.25,0
19322,XCLASS 1185,0.4914,12 45 18.6,+56 46 18,2.9166667,2.9166667,0
19462,XCLASS 3124,0.5154,09 28 13.7,+29 58 47,3.0,3.0,0
